Year,Product Name,Sales
2016,"Hunt PowerHouse Electric Pencil Sharpener, Blue",592.488
2016,GBC Therma-A-Bind 250T Electric Binding System,590.352
2016,Polycom VoiceStation 500 Conference phone,589.9
2016,Sauder Camden County Collection Library,586.398
2016,Xerox 1883,585.636
2016,Panasonic KX TS3282W Corded phone,577.932
2016,Hon 4070 Series Pagoda Round Back Stacking Chairs,577.764
2016,Konftel 250 Conference phone - Charcoal black,569.64
2016,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4
2016,HTC One,559.944
2016,Okidata C331dn Printer,558.4
2016,"SAFCO Mobile Desk Side File, Wire Frame",555.88
2016,Hon GuestStacker Chair,544.008
2016,AT&T 17929 Lendline Telephone,542.88
2016,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44
2016,Microsoft Natural Keyboard Elite,538.92
2016,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",536.7180000000001
2016,Cisco SPA 502G IP Phone,527.78
2016,Novimex High-Tech Fabric Mesh Task Chair,525.252
2016,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48
2016,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25
2016,"Eldon ""L"" Workstation Diamond Chairmat",516.664
2016,Office Star - Mesh Screen back chair with Vinyl seat,510.822
2016,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575
2016,BlackBerry Q10,503.96000000000004
2016,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96
2016,Maxell LTO Ultrium - 800 GB,503.82
2016,Samsung Galaxy S4 Active,499.99
2016,Global Super Steno Chair,499.096
2016,Logitech G600 MMO Gaming Mouse,495.938
2016,Xerox 1988,495.68
2016,"Belkin 19"" Center-Weighted Shelf, Gray",495.432
2016,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97
2016,Plantronics Voyager Pro Legend,494.376
2016,Office Star - Ergonomically Designed Knee Chair,493.97800000000007
2016,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92
2016,Sanford 52201 APSCO Electric Pencil Sharpener,491.64
2016,"Sauder Camden County Collection Libraries, Planked Cherry Finish",488.665
2016,Ibico Hi-Tech Manual Binding System,487.984
2016,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94
2016,Lexmark MarkNet N8150 Wireless Print Server,482.34
2016,NeatDesk Desktop Scanner & Digital Filing System,479.988
2016,Swingline SM12-08 MicroCut Jam Free Shredder,479.988
2016,Hewlett Packard 310 Color Digital Copier,479.984
2016,Logitech Wireless Headset h800,479.952
2016,Polycom CX600 IP Phone VoIP phone,479.92
2016,Xerox 1960,477.092
2016,Tuf-Vin Binders,473.70000000000005
2016,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04
2016,Samsung Convoy 3,466.158
2016,"Dual Level, Single-Width Filing Carts",465.18
2016,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97
2016,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85
2016,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",457.072
2016,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,455.71599999999995
2016,Plantronics MX500i Earset,455.27
2016,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86
2016,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576
2016,Hon Non-Folding Utility Tables,446.068
2016,Pyle PMP37LED,441.55400000000003
2016,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",441.552
2016,Microsoft Sculpt Comfort Mouse,439.45
2016,Novimex Fabric Task Chair,439.056
2016,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,436.704
2016,Belkin 5 Outlet SurgeMaster Power Centers,435.84
2016,"Hon Metal Bookcases, Putty",425.88
2016,Novimex Swivel Fabric Task Chair,422.744
2016,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32
2016,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0
2016,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",413.946
2016,"Belkin 19"" Vented Equipment Shelf, Black",411.84000000000003
2016,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
2016,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,407.796
2016,Cisco 8x8 Inc. 6753i IP Business Phone System,404.97
2016,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,401.968
2016,Apple iPhone 5C,399.96000000000004
2016,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54
2016,"Padded Folding Chairs, Black, 4/Carton",396.802
2016,Imation Bio 2GB USB Flash Drive Imation Corp,393.54
2016,Bevis Boat-Shaped Conference Table,393.165
2016,"Belkin 325VA UPS Surge Protector, 6'",387.136
2016,Global Chrome Stack Chair,383.936
2016,"Global Wood Trimmed Manager's Task Chair, Khaki",382.116
2016,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,377.874
2016,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575
2016,Plantronics HL10 Handset Lifter,371.168
2016,Ibico Plastic Spiral Binding Combs,370.88
2016,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",370.388
2016,Laminate Occasional Tables,369.912
2016,Xerox 1919,368.91
2016,Tenex B1-RE Series Chair Mats for Low Pile Carpets,367.84
2016,Bevis Rectangular Conference Tables,364.95
2016,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776
2016,Xerox 1916,362.156
2016,Xerox 1945,360.712
2016,Plantronics Audio 478 Stereo USB Headset,359.928
2016,PureGear Roll-On Screen Protector,359.82
2016,Microsoft Arc Touch Mouse,359.70000000000005
2016,"Sauder Facets Collection Library, Sky Alder Finish",359.058
2016,Sauder Inglewood Library Bookcases,359.058
2016,"Bevis Round Conference Table Top, X-Base",358.58
2016,Compact Automatic Electric Letter Opener,357.93
2016,Kensington 7 Outlet MasterPiece Power Center,355.96
2016,Luxo Adjustable Task Clamp Lamp,355.36
2016,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",354.9
2016,Global Deluxe Steno Chair,354.108
2016,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45
2016,Ibico Laser Imprintable Binding System Covers,351.08
2016,"Lifetime Advantage Folding Chairs, 4/Carton",348.928
2016,Staple envelope,348.212
2016,Fellowes Stor/Drawer Steel Plus Storage Drawers,343.548
2016,Harbour Creations 67200 Series Stacking Chairs,341.664
2016,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,335.744
2016,Xerox 1915,335.52
2016,Xerox 1941,335.52
2016,Innergie mMini Combo Duo USB Travel Charging Kit,332.926
2016,Fellowes Command Center 5-outlet power strip,325.632
2016,Avery Arch Ring Binders,325.36
2016,Google Nexus 5,323.982
2016,Plantronics S12 Corded Telephone Headset System,323.37
2016,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59
2016,ClearSounds CSC500 Amplified Spirit Phone Corded phone,321.954
2016,Newell 334,317.44
2016,"Strathmore #10 Envelopes, Ultimate White",316.26
2016,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",313.08799999999997
2016,Xerox 1891,313.024
2016,Office Star Flex Back Scooter Chair with White Frame,310.744
2016,Hon 2111 Invitation Series Straight Table,310.443
2016,Fellowes PB300 Plastic Comb Binding Machine,310.392
2016,Hon Comfortask Task/Swivel Chairs,307.746
2016,Carina Media Storage Towers in Natural & Black,304.9
2016,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776
2016,Tennsco Regal Shelving Units,304.23
2016,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",303.848
2016,Hon Valutask Swivel Chairs,302.94
2016,Boston 19500 Mighty Mite Electric Pencil Sharpener,302.25
2016,Bush Mission Pointe Library,301.96
2016,O'Sullivan Plantations 2-Door Library in Landvery Oak,301.47
2016,Avery 485,300.71999999999997
2016,Polycom CX300 Desktop Phone USB VoIP phone,299.98
2016,Bestar Classic Bookcase,299.97
2016,Lexmark S315 Color Inkjet Printer,299.97
2016,Logitech Wireless Marathon Mouse M705,299.94
2016,Novimex Turbo Task Chair,298.116
2016,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",298.116
2016,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1
2016,Grandstream GXP2100 Mainstream Business Phone,290.662
2016,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.352
2016,GBC Prestige Therm-A-Bind Covers,288.204
2016,Canon PC170 Desktop Personal Copier,287.91
2016,Chromcraft Rectangular Conference Tables,284.364
2016,"Howard Miller 12"" Round Wall Clock",282.888
2016,Xerox 1908,279.9
2016,"Bush Westfield Collection Bookcases, Medium Cherry Finish",278.304
2016,Balt Split Level Computer Training Table,277.5
2016,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058
2016,Xerox 1889,274.8
2016,"Logitech B530 USB Headset - headset - Full size, Binaural",273.726
2016,"Boston School Pro Electric Pencil Sharpener, 1670",272.624
2016,"Global Airflow Leather Mesh Back Chair, Black",271.764
2016,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",270.24
2016,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.982
2016,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,269.91
2016,Xerox 1906,269.344
2016,"White Envelopes, White Envelopes with Clear Poly Window",268.4
2016,"Tenex ""The Solids"" Textured Chair Mats",265.848
2016,OtterBox Commuter Series Case - Samsung Galaxy S4,264.894
2016,Cisco SPA508G,263.96
2016,Plantronics Audio 995 Wireless Stereo Headset,263.88
2016,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864
2016,Xerox 191,259.74
2016,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,256.074
2016,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352
2016,Balt Solid Wood Rectangular Table,253.176
2016,First Data FD10 PIN Pad,252.8
2016,Hypercom P1300 Pinpad,252.0
2016,JBL Micro Wireless Portable Bluetooth Speaker,251.958
2016,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",251.4
2016,Home/Office Personal File Carts,250.272
2016,Belkin QODE FastFit Bluetooth Keyboard,247.8
2016,DAX Wood Document Frame,247.14
2016,Cisco Small Business SPA 502G VoIP phone,246.168
2016,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",245.88
2016,"Global Deluxe Stacking Chair, Gray",244.70399999999998
2016,Chromcraft Round Conference Tables,244.006
2016,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,243.13600000000002
2016,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97
2016,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94
2016,WD My Passport Ultra 500GB Portable External Hard Drive,236.0
2016,GE 30524EE4,235.188
2016,GBC Recycled VeloBinder Covers,235.15200000000002
2016,Global Low Back Tilter Chair,232.25400000000002
2016,"Seth Thomas 13 1/2"" Wall Clock",231.14000000000001
2016,Lenovo 17-Key USB Numeric Keypad,231.132
2016,netTALK DUO VoIP Telephone Service,230.95600000000002
2016,Recycled Steel Personal File for Hanging File Folders,228.92
2016,"Computer Room Manger, 14""",227.36
2016,Stanley Contemporary Battery Pencil Sharpeners,226.95
2016,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",225.15
2016,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96
2016,KI Adjustable-Height Table,223.548
2016,GBC Premium Transparent Covers with Diagonal Lined Pattern,222.38799999999998
2016,Xerox 1881,221.04
2016,Xerox 1886,220.33999999999997
2016,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584
2016,"Executive Impressions 14"" Two-Color Numerals Wall Clock",213.56799999999998
2016,Xerox 1880,212.64
2016,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13
2016,Xerox 1910,211.376
2016,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168
2016,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68
2016,Aluminum Screw Posts,210.58800000000002
2016,Multicolor Computer Printout Paper,209.7
2016,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67
2016,Deluxe Heavy-Duty Vinyl Round Ring Binder,206.28
2016,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",205.44
2016,Luxo Professional Combination Clamp-On Lamps,204.6
2016,"Dana Fluorescent Magnifying Lamp, White, 36""",203.92
2016,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,203.88
2016,Pyle PRT45 Retro Home Telephone,201.568
2016,Computer Printout Paper with Letter-Trim Perforations,201.082
2016,Xerox 1991,200.992
2016,Maxell 4.7GB DVD+RW 3/Pack,200.718
2016,Case Logic 2.4GHz Wireless Keyboard,199.96
2016,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,199.872
2016,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74
2016,Maxell 4.7GB DVD-R,198.66
2016,Newell 319,198.4
2016,"Eureka Hand Vacuum, Bagless",197.72
2016,Xerox 1917,195.64
2016,2300 Heavy-Duty Transfer File Systems by Perma,194.844
2016,Pizazz Global Quick File,194.61
2016,Belkin Premiere Surge Master II 8-outlet surge protector,194.32
2016,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32
2016,Xerox 1944,193.8
2016,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.72
2016,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82
2016,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",190.764
2016,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,189.6
2016,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",187.66
2016,Mobile Personal File Cube,187.36
2016,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15
2016,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58
2016,"Performers Binder/Pad Holder, Black",184.998
2016,Xerox 1935,184.66
2016,Personal Creations Ink Jet Cards and Labels,183.68
2016,Global Commerce Series Low-Back Swivel/Tilt Chairs,179.886
2016,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,179.4
2016,Avaya 4621SW VoIP phone,177.48
2016,Logitech Keyboard K120,174.24
2016,AT&T CL82213,173.94
2016,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704
2016,"Tennsco Lockers, Sand",172.036
2016,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",170.874
2016,Xerox 1887,170.73
2016,"Personal Filing Tote with Lid, Black/Gray",170.61
2016,"Seth Thomas 8 1/2"" Cubicle Clock",170.352
2016,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",169.82
2016,Xerox 1973,169.01600000000002
2016,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464
2016,Airmail Envelopes,167.86
2016,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76
2016,Petty Cash Envelope,167.152
2016,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5
2016,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44
2016,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,166.272
2016,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,165.55
2016,Boston KS Multi-Size Manual Pencil Sharpener,165.528
2016,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",161.92
2016,"Tenex Personal Project File with Scoop Front Design, Black",161.76
2016,Kingston Digital DataTraveler 16GB USB 2.0,161.1
2016,Rush Hierlooms Collection Rich Wood Bookcases,160.98
2016,Speck Products Candyshell Flip Case,160.954
2016,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32
2016,Logitech Wireless Performance Mouse MX for PC and Mac,159.984
2016,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88
2016,24-Hour Round Wall Clock,159.84
2016,Memorex Froggy Flash Drive 8 GB,159.75
2016,ClearOne Communications CHAT 70 OC Speaker Phone,158.99
2016,GBC DocuBind 300 Electric Binding Machine,157.794
2016,"Acme 10"" Easy Grip Assistive Scissors",157.77
2016,"Global Stack Chair without Arms, Black",155.88
2016,Xerox 1884,155.844
2016,Nortel Meridian M5316 Digital phone,155.37
2016,Xerox 197,154.9
2016,Xerox 1937,153.728
2016,Fellowes PB200 Plastic Comb Binding Machine,152.991
2016,Eureka The Boss Cordless Rechargeable Stick Vac,152.94
2016,Surelock Post Binders,152.8
2016,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",150.97199999999998
2016,"Iris 3-Drawer Stacking Bin, Black",150.408
2016,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149.97
2016,OtterBox Defender Series Case - Samsung Galaxy S4,149.95
2016,Maxell DVD-RAM Discs,148.32
2016,Xerox 1943,146.73
2016,Avery 477,146.544
2016,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
2016,Sauder Barrister Bookcases,145.764
2016,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",144.56
2016,"GBC Velobind Prepunched Cover Sets, Regency Series",144.22199999999998
2016,Xerox 1885,144.12
2016,GBC VeloBinder Manual Binding System,143.96
2016,DAX Black Cherry Wood-Tone Poster Frame,142.992
2016,Steel Personal Filing/Posting Tote,142.04
2016,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,141.44
2016,Eldon Portable Mobile Manager,141.4
2016,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,140.736
2016,Fellowes Bankers Box Stor/Drawer Steel Plus,140.712
2016,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376
2016,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",139.922
2016,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424
2016,Newell 34,138.88
2016,Newell 324,138.6
2016,AT&T 841000 Phone,138.0
2016,Hand-Finished Solid Wood Document Frame,136.92
2016,Brown Kraft Recycled Envelopes,135.84
2016,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",135.464
2016,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",135.234
2016,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",134.596
2016,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48
2016,RCA Visys Integrated PBX 8-Line Router,133.98
2016,Belkin 6 Outlet Metallic Surge Strip,133.947
2016,Fellowes 8 Outlet Superior Workstation Surge Protector,133.472
2016,"Decoflex Hanging Personal Folder File, Blue",132.612
2016,Xerox 1914,131.904
2016,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376
2016,Belkin 8 Outlet Surge Protector,131.136
2016,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104
2016,Xerox 226,130.89600000000002
2016,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
2016,Vinyl Sectional Post Binders,128.18
2016,Xerox 1964,127.904
2016,Griffin GC36547 PowerJolt SE Lightning Charger,125.944
2016,Model L Table or Wall-Mount Pencil Sharpener,125.93
2016,Dell Slim USB Multimedia Keyboard,125.0
2016,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96
2016,Samsung HM1900 Bluetooth Headset,122.91999999999999
2016,Avery Premier Heavy-Duty Binder with Round Locking Rings,122.80799999999999
2016,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96
2016,Fellowes Superior 10 Outlet Split Surge Protector,121.792
2016,Advantus Rolling Storage Box,120.05
2016,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98
2016,Belkin F8E887 USB Wired Ergonomic Keyboard,119.96000000000001
2016,Nokia Lumia 521 (T-Mobile),119.96
2016,12-1/2 Diameter Round Wall Clock,119.88
2016,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",119.808
2016,Plantronics 81402,118.782
2016,Staples,118.452
2016,Fellowes Presentation Covers for Comb Binding Machines,116.4
2016,White Computer Printout Paper by Universal,116.28
2016,Advantus Rolling Drawer Organizers,115.44
2016,Logitech Desktop MK120 Mouse and keyboard Combo,114.52
2016,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",113.92
2016,"Seth Thomas 14"" Day/Date Wall Clock",113.92
2016,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82
2016,Grandstream GXP1160 VoIP phone,113.73
2016,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328
2016,GBC Twin Loop Wire Binding Elements,113.152
2016,Flat Face Poster Frame,113.03999999999999
2016,GBC Imprintable Covers,111.996
2016,"Executive Impressions 14"" Contract Wall Clock",111.15
2016,Xerox 188,111.132
2016,GBC Recycled Grain Textured Covers,110.528
2016,Recycled Eldon Regeneration Jumbo File,110.52
2016,Jensen SMPS-640 - speaker phone,110.352
2016,OtterBox Commuter Series Case - iPhone 5 & 5s,109.94999999999999
2016,Acco D-Ring Binder w/DublLock,109.038
2016,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4
2016,"DataProducts Ampli Magnifier Task Lamp, Black,",108.24000000000001
2016,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97
2016,Belkin F9G930V10-GRY 9 Outlet Surge,106.96
2016,Boston 1730 StandUp Electric Pencil Sharpener,106.9
2016,i.Sound Portable Power - 8000 mAh,105.98
2016,Fellowes Advanced Computer Series Surge Protectors,105.96
2016,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97
2016,"Global Stack Chair with Arms, Black",104.93
2016,Tensor Computer Mounted Lamp,104.23
2016,"BOSTON Ranger #55 Pencil Sharpener, Black",103.96
2016,3M Office Air Cleaner,103.92
2016,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92
2016,Xerox 205,103.68
2016,"Acco Six-Outlet Power Strip, 4' Cord Length",103.44
2016,Portable Personal File Box,102.56400000000001
2016,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94
2016,Xerox 1903,101.66
2016,Classic Ivory Antique Telephone ZL1810,100.49
2016,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",100.21000000000001
2016,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",99.268
2016,Southworth 25% Cotton Antique Laid Paper & Envelopes,98.412
2016,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",98.376
2016,Project Tote Personal File,98.21
2016,Bionaire 99.97% HEPA Air Cleaner,98.112
2016,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.968
2016,Xerox 1890,97.88
2016,Tops White Computer Printout Paper,97.82
2016,Contemporary Wood/Metal Frame,96.96
2016,Jackery Bar Premium Fast-charging Portable Charger,95.84
2016,Motorla HX550 Universal Bluetooth Headset,94.92
2016,Stiletto Hand Letter Openers,92.16
2016,"Eldon Stackable Tray, Side-Load, Legal, Smoke",91.4
2016,"DXL Angle-View Binders with Locking Rings, Black",91.048
2016,Tenex Chairmats For Use with Hard Floors,90.94399999999999
2016,KeyTronic E03601U1 - Keyboard - Beige,90.0
2016,"Global Leather Task Chair, Black",89.99
2016,Logitech Trackman Marble Mouse,89.97
2016,GBC Standard Therm-A-Bind Covers,89.712
2016,Fellowes Super Stor/Drawer,88.8
2016,Newell 312,88.768
2016,OtterBox Defender Series Case - iPhone 5c,88.752
2016,"SlimView Poly Binder, 3/8""",87.542
2016,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36
2016,SanDisk Cruzer 64 GB USB Flash Drive,87.168
2016,Holmes Odor Grabber,86.52
2016,Mediabridge Sport Armband iPhone 5s,85.914
2016,Memorex Micro Travel Drive 8 GB,85.8
2016,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",85.36
2016,Xerox 1932,85.056
2016,Portfile Personal File Boxes,84.96
2016,Xerox 219,84.24000000000001
2016,Logitech Media Keyboard K200,83.976
2016,Apple EarPods with Remote and Mic,83.97
2016,Ricoh - Ink Collector Unit for GX3000 Series Printers,83.9
2016,Eldon Shelf Savers Cubes and Bins,83.76
2016,Rogers Profile Extra Capacity Storage Tub,83.7
2016,Xerox 21,82.94399999999999
2016,"Contico 72""H Heavy-Duty Storage System",81.96
2016,Belkin Standard 104 key USB Keyboard,81.70400000000001
2016,Staple-based wall hangings,80.728
2016,"Tensor ""Hersey Kiss"" Styled Floor Lamp",80.538
2016,Luxo Economy Swing Arm Lamp,79.76
2016,Prismacolor Color Pencil Set,79.36
2016,Space Solutions Industrial Galvanized Steel Shelving.,78.8
2016,"Seth Thomas 16"" Steel Case Clock",77.952
2016,"Eldon Base for stackable storage shelf, platinum",77.88
2016,Avery Heavy-Duty EZD View Binder with Locking Rings,77.836
2016,Xerox 1894,77.75999999999999
2016,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",77.634
2016,Lock-Up Easel 'Spel-Binder',77.031
2016,"Executive Impressions 13"" Chairman Wall Clock",76.14
2016,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75.384
2016,Westinghouse Clip-On Gooseneck Lamps,75.33
2016,Nu-Dell Oak Frame,74.76
2016,Xerox 1977,73.47999999999999
2016,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",73.36
2016,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28
2016,Gear Head AU3700S Headset,72.744
2016,GBC VeloBinder Electric Binding Machine,72.588
2016,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976
2016,Square Credit Card Reader,71.928
2016,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88
2016,Wilson Jones Impact Binders,71.48400000000001
2016,Coloredge Poster Frame,71.0
2016,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97
2016,Binding Machine Supplies,70.008
2016,Xerox 1948,69.93
2016,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576
2016,Belkin F5C206VTEL 6 Outlet Surge,68.94
2016,Xerox 1928,68.64
2016,Xerox 1929,68.52
2016,GBC Linen Binding Covers,68.156
2016,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",68.126
2016,Tensor Brushed Steel Torchiere Floor Lamp,67.96
2016,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8
2016,Imation Clip USB flash drive - 8 GB,67.68
2016,Ibico Standard Transparent Covers,67.568
2016,Executive Impressions Supervisor Wall Clock,67.36
2016,Fellowes Desktop Hanging File Manager,67.15
2016,Xerox 1978,67.048
2016,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",66.752
2016,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",66.6
2016,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,66.36
2016,"Bush Cubix Collection Bookcases, Fully Assembled",66.294
